H=0_M,H=0_C,H=4_M,H=4_C,H=8_M,H=8_C,H=11_M,H=11_C
0.00298983064183,0.04779408197119,0.309073742599186,0.058986145806697,0.45398217903578,0.055047470118085,0.56051456558941,0.076075224401214
0.100631405023702,0.05231311919327,0.393241409154389,0.061716529960595,0.501976828812526,0.056820190536137,0.599244674364169,0.077031707940754
0.203485513090344,0.057086160886983,0.473711127284172,0.064807595218894,0.60052322036232,0.060364451175935,0.700013768956903,0.079703147845814
0.3024843132241,0.061809699902306,0.547847125238498,0.068055429886505,0.699049941973682,0.063857438842883,0.787958063691261,0.082277942786706
0.402781329294439,0.066583921792325,0.62068490725624,0.071252581679419,0.801471311394795,0.06750247513392,0.851452624953284,0.084453765809713
0.50059993312221,0.071564415770045,0.712917248569012,0.075004884701378,0.858494462912331,0.069476156756296,0.901945356911033,0.086071487112912
0.573536064832117,0.075017932427205,0.812899545624422,0.078958739025814,0.902535455064026,0.070943009631713,0.945966679124295,0.08748706701548
