variant,M_OGR,V_i,plane_name,m0,otn_m_tsn,otn_m_t,otn_m_CH,otn_p_0,Ce0,n_dv,n_rev,ps,ba,otn_L_go
12,0.8,650,IL-76,140,0.26,0.39,0.46,0.23,0.0481,4,2,535,6.436,3.9
