H=0_M,H=0_C,H=4_M,H=4_C,H=8_M,H=8_C,H=11_M,H=11_C
0.002036968843062509,0.04768439591405422,0.31084288641967406,0.0570454385346953,0.3742943257869288,0.05433103845784366,0.49548936885587114,0.054281853405488474
0.09830566140446378,0.05221095776361713,0.42252513689199134,0.06232668353133304,0.5130339588203273,0.06117390886675845,0.6188154439783534,0.060370040667328435
0.3001909283038201,0.06273143552467257,0.5149184251817222,0.06660117198757565,0.5948169169682026,0.0639815556053668,0.713040763392999,0.06446623330878348
0.3997242146722597,0.06938730026577859,0.6163425822152486,0.07143001697140478,0.6881380287553236,0.06729181209772966,0.7815415959524801,0.06720317653463127
0.5039550577988408,0.07502667392487751,0.8045818790227033,0.07901373723141951,0.9013445035063564,0.07405373210797656,0.898009462358705,0.07172154087546831
